movieId,movieTitle,movieRelease,revenue,audience,screen,screening ,movieNation,movieGrade,movieGenre,movieDirector,movieActors
59,명탐정코난: 흑철의 어영,2023-07-20,"7,705,318,105","801,511","1,030","34,473",일본,12세이상관람가,애니메이션,타치카와 유즈루,
60,블랙 아담,2022-10-19,"8,040,723,608","779,485","1,524","77,116",미국,12세이상관람가,"액션,어드벤처,SF",자움 콜렛 세라,"드웨인 존슨,노아 센티네오,피어스 브로스넌,퀸테사 스윈들,알디스 호지,사라 샤이"
61,킹메이커,2022-01-26,"7,280,970,270","783,567","1,185","80,045",한국,15세이상관람가,드라마,변성현,"설경구,이선균,유재명,조우진,박인환,이해영,김성오,전배수,서은수,김종수,윤경호,김새벽,정재성,배종옥,진선규,이재원,김지훈,김주령,장인섭,윤세웅,서상원,허동원,김재화,최광제,윤사봉,이동용,최선규,홍현종,이지호,남승화,정수지,백익남,정우혁,곽동현,문정대,오봄길,송요셉,천재홍,성일,손경원,박세준,안동구,고동업,이동희,박찬규,이상택,김귀선,전현숙,김병철,조현숙,김두은,장예진,양진억,이화룡,마정필,김규인,류연수,곽자형,강홍렬,김동현,이서환,김진모,류대식,구민혁,유승일,전필재,나현민,박재현,선우,김미진,고재경,윤소담,김도영,석승훈,이규창,김경일,김병철,김용,박준형,이진호,장다은,장지연,정해은,전성원,허성재,임승민"
62,트랜스포머: 비스트의 서막,2023-06-06,"7,786,907,316","769,993","1,123","45,195",미국,12세이상관람가,액션,스티븐 카플 주니어,"안소니 라모스,피터 딘클리지"
63,대외비,2023-03-01,"7,469,378,721","756,355","1,157","53,616",한국,15세이상관람가,"범죄,드라마",이원태,"조진웅,이성민,김무열,원현준,김민재,유승목,김윤성,박세진,손여은,이상원,박정표,박상원,허지원,정기섭,박기선,한갑수,문정대,박상규,손성찬,엄옥란,박재원,양정인,곽진,이상협,권혁성,우수빈,김제형,김수환,문순주,최병윤,김성곤,박시완,최현도,여이레,정소리,윤도영,김진,문지영,허민아,김형명,이원진,정조준,최동구,이형원,김민준,이정우,유상재,양택호,이태일,김미현,임종훈,김탁,이유주,송용환,김가은,조영진,최민철"
64,자백,2022-10-26,"7,352,559,230","738,120","1,115","78,568",한국,15세이상관람가,"범죄,스릴러",윤종석,"김도형,소지섭,김윤진,나나,최광일,박현숙,홍서준,박미현,서영주,황선희,한갑수,김용호,이강진,정청민,박지열,안문주,배재완,조진결,유건우,김관수,안애경,이동규,마정필,원동연,신훈희,김빛나래,백승훈,정윤하,이민식,이승현,김경석,오지영,진범일,김제형,최일순,한동원,유인혜,김시우,선율우,이재경,안세진,홍달표,박시현,문헌주,김흥태"
65,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,2023-05-04,"7,262,598,609","732,188",844,"28,899",일본,전체관람가,애니메이션,하시모토 마사카즈,
66,언차티드,2022-02-16,"7,116,304,100","730,924","1,536","77,036",미국,12세이상관람가,"액션,어드벤처",루벤 플레셔,"톰 홀랜드,마크 월버그,안토니오 반데라스,소피아 알리,타티 가브리엘"
67,프레디의 피자가게,2023-11-15,"6,960,971,006","712,361","1,041","35,047",미국,12세이상관람가,"공포(호러),스릴러",엠마 타미,"조쉬 허처슨,엘리자베스 라일,캣 코너 스털링,파이퍼 루비오,메리 스튜어트 매스터슨,매튜 릴라드"
68,리바운드,2023-04-05,"6,702,452,348","699,243","1,154","56,697",한국,12세이상관람가,드라마,장항준,"나현우,김영훈,배진완,안재홍,이신영,정진운,정건주,김민,안지호,이준혁,김회진,김수진,강애심,민무제,최정윤,배성일,강신철,유인혜,송창규,이상원,이태영,백도겸,오현수,서자영,정서인,전영,윤인조,김용현,조준기,양한열,송예슬,김희상,변진수,유순웅,박경관,장준혁,정승원,김정한,이진혁,박시환,이남우,김방선,이형석,이은주,김종은,노경,유인혁,정윤호,한주희,백재민,이순원,성도현,정대경,이준서,김서원,김병준,조윤담,현진호,이진한,안정빈,한대훈,박건우,장현성,박상면,박재민"
69,더 마블스,2023-11-08,"6,841,156,465","690,814","1,532","66,818",미국,12세이상관람가,"액션,SF",니아 다코스타,"브리 라슨,테요나 패리스,이만 벨라니,자웨 애쉬튼,사무엘 L. 잭슨,박서준"
70,귀공자,2023-06-21,"6,704,211,465","682,856",966,"44,887",한국,청소년관람불가,액션,박훈정,"정예지,김선호,강태주,김강우,고아라,손정아"
71,극장판 주술회전 0,2022-02-17,"6,628,272,858","664,565",843,"66,803",일본,15세이상관람가,애니메이션,박성후,"오가타 메구미,하나자와 카나,코마츠 미카코,우치야마 코우키,세키 토모카즈,나카무라 유이치,사쿠라이 타카히로"
72,유령,2023-01-18,"6,760,765,879","664,146","1,099","46,961",한국,15세이상관람가,"드라마,액션",이해영,"설경구,이하늬,박소담,박해수,서현우,김동희,김중희,고인범,조하석,서진원,유경훈,박상훈,김명선,한우열,윤정섭,손경표,김영택,김형서,박가영,금새록,공대유,김혜옥,김종수,이솜,이주영"
73,인어공주,2023-05-24,"6,668,613,190","647,706","1,364","37,592",미국,전체관람가,"뮤지컬,가족,판타지,멜로/로맨스",롭 마샬,"멜리사 맥카시,하비에르 바르뎀,아콰피나"
74,플래시,2023-06-14,"6,735,756,989","635,269","1,258","43,343",미국,12세이상관람가,액션,안드레스 무시에티,"에즈라 밀러,마이클 키튼"
75,압꾸정,2022-11-30,"5,727,172,661","608,639","1,229","47,410",한국,12세이상관람가,"코미디,드라마",임진순,"마동석,도희원,정경호,오나라,최병모,오연서,류승수,임형준,나광훈,길해연,차우진,김찬형,한보름,김서연,남미정,박지훈,장명진,조용근,정지소,진선규,김숙,오희준,이재성,송진희,최형욱,김영미"
76,바비,2023-07-19,"5,752,206,126","585,502",780,"27,520",미국,12세이상관람가,기타,그레타 거윅,"마고 로비,라이언 고슬링,아메리카 페레라,케이트 맥키넌,잇사 레이,두아 리파,시무 리우"
77,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,"5,477,045,710","581,216",809,"14,101",일본,전체관람가,애니메이션,유야마 쿠니히코,"마츠모토 리카,오오타니 이쿠에,이선호,김영선"
78,스파이더맨: 노 웨이 홈,2021-12-15,"4,764,456,010","7,552,306","1,218","49,660",미국,12세이상관람가,"액션,어드벤처,SF",존 왓츠,"톰 홀랜드,젠데이아 콜먼,베네딕트 컴버배치,제이콥 배덜런,존 파브로,마리사 토메이"
79,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,"6,586,552,900","535,969",410,"20,955",일본,15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구"
80,이상한 나라의 수학자,2022-03-09,"5,045,184,520","534,287","1,357","72,424",한국,12세이상관람가,드라마,박동훈,"최민식,김동휘,박해준,박병은,조윤서,주진모,김원해,탕준상,김희정,강말금,김소숙,최재섭,주예린,이주한,정승길,류지훈,이한종,최재훈,김동현,이상현,신재휘,강준규,김태훈,이용빈,유혜림,김승태,황재순,차보미,최연우,고경민,김은석,차영주,이은형,김현선,정소용,이정섭,이지,조진결,김난희,김철호,김하람,신미영"
81,3일의 휴가,2023-12-06,"4,935,293,417","526,584",863,"32,710",한국,12세이상관람가,"판타지,드라마",육상효,"김해숙,신민아,강기영,황보라,박명훈"
82,더 문,2023-08-02,"5,207,712,778","516,556","1,187","30,181",한국,12세이상관람가,"SF,액션,드라마",김용화,"설경구,도경수,김희애,박병은,조한철,최병모,홍승희,최형욱,이성민,김래원,이이경,최정우,백승철,한수현,전신환,이상원,염지영,정윤하,심영은,박충환,백승현,조승연,이윤재,최대성,강내균,강민재,강준석,김기태,김도형,김시국,김예은,김진태,김희성,박인국,여이레,이나현,임소현,장은서,차영주,채하니,최필상,허중회,순정,황재운,황재훈,김혜원,김상호,김난영,김준범,한승엽,정지우,최혜진,신서우,이지유,박현준,김상욱,백수진,장은서,전성아,홍성오,황인성"
83,명탐정 코난: 할로윈의 신부,2022-07-13,"5,160,153,224","495,842",758,"19,672",일본,12세이상관람가,애니메이션,미츠나카 스스무,
84,동감,2022-11-16,"4,755,257,700","490,145","1,013","37,451",한국,12세이상관람가,멜로/로맨스,서은영,"신기환,여진구,조이현,김혜윤,나인우,배인혁,노재원,남민우,신주협,여주하,임유빈,김보윤,김수혁,박지안,이지연,하동준,문창준,강동진,전윤혁,이기욱,박정환,차현주,장원석,고국희,채승우,박대영,이동현,한명환,김다영,박종희,장윤,신기환,최광균,이석엽,지성준,전준수,김시현,백길찬,김기태,이호윤,박찬혁,오승희,신기한,김용진,송우림,구금비,오상의,박준호,조태호,이주예,송채연,류인아,이지혜,이수민,윤상영,양은솔,유재명,박하선"
85,모비우스,2022-03-30,"4,669,517,390","475,928","1,696","71,160",미국,15세이상관람가,"액션,어드벤처,드라마",다니엘 에스피노사,"자레드 레토,맷 스미스,아드리아 아르호나,자레드 해리스,타이레스 깁슨"
86,괴물,2023-11-29,"4,680,874,294","475,345",647,"26,506",일본,12세이상관람가,"드라마,미스터리",고레에다 히로카즈,"안도 사쿠라,다나카 유코,나가야마 에이타,쿠로카와 소야,히이라기 히나타"
87,소년들,2023-11-01,"4,470,423,586","471,425","1,042","43,356",한국,15세이상관람가,"드라마,범죄",정지영,"설경구,유준상,진경,허성태,염혜란,김동영,김시운,유수빈,조현도,김도엽,서인국,배유람,하도권,이호철,윤병희,이가경,조유하,정원중,박철민,박희진,한수연,이정현,이요섭,정예진,이예원,윤설,서예화,노진원,노진원,조진웅,박소이,박원상,이광연,윤진영,김재록,주부진,조정환,하정민,정형기,이서환,이승훈,이도군,리우진"
88,늑대사냥,2022-09-21,"4,769,650,393","458,720","1,226","39,242",한국,청소년관람불가,"액션,범죄",김홍선,"김세중,서인국,장동윤,최귀화,성동일,박호산,정소민,고창석,장영남,손종학,이성욱,홍지윤,정문성,임주환,권오율,김문학,김찬형,정수교,심우성,정재훈,유현수,김기창,엄준기,박봉준,신성민,강신철,이승훈,박민석,안지혜,강정우,김대한,김진만,조성구,윤기창,김철윤,송지혁,손현준,양승호,전우재,김해준,지남혁,김성령,정원영,장재호,김민철,이종윤,조형래,김태준,서석규,윤돈선,최현준,김원중,이재호,조기태,박선준,정하준,서정우,황명환,구민혁,임지섭,이원행,최우빈,장솔,김재명,안현준,김선민,신동력,김현,차영주,김용훈,조연희,최상식,박승진,천재홍,유상재,장주완,강용규,황인환,이병호,이충식,이원행,최광휘,김대연,송원종,이혜미,이시안,이정우,한태양,김태윤,김민수,김정훈,정시훈,최영우,안현준,김한준,이성민,김현진,김바비,서정빈,백승익,송원종,김대근,안현준,최광휘,송지민,김민석,김도환,서정원,신승환,정성일,권율,권수현,이홍내,김강훈,전혜원,박성현"
90,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,"4,215,596,775","451,136",748,"17,949",한국,전체관람가,애니메이션,"강승훈,윤제완","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,소연,김혜성,이장원,사문영,엄상현"
91,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"4,129,728,321","432,388",686,"17,355",한국,전체관람가,애니메이션,변영규,"김영은,김채하,신용우,조현정,양정화,강새봄,김명준,김현수,박성태,김율,강성우,유혜지,여민정,이달래,이우리,김동현,김윤기,황동현,채림,박이서"
92,타겟,2023-08-30,"4,003,424,694","424,916",986,"43,332",한국,15세이상관람가,스릴러,박희곤,"신혜선,김성균,임성재,강태오,임철수,이주영,금새록,노영학,김광현,조용준,최재섭,신승용,강내균,정우영,변진수,김원식,서덕인,송우림,정다온,박준희,김최용준,정재헌,민정기,신경석,이규섭,이연빈,박범수,전영,이육현,유정호,권구남,이민영,민채연,이은주,이서윤,유인서,오가빈,이혜준,김다한,지다연,최명빈,한이원"
93,스위치,2023-01-04,"4,015,064,694","422,417",912,"37,589",한국,12세이상관람가,기타,마대윤,"권상우,오정세,이민정,박소이,김준,김미경,김명선,이서환,차시원,성병숙,김승훈,윤대열,민태율,이가경,이세인,정형석,황병국,문정대,고기영,김용우,황사무엘,손석배,노경섭,이주한,백경선,김희정,이윤규,이현지,김진우,유재명,황승언,송영재,이지훈"
94,니 부모 얼굴이 보고 싶다,2022-04-27,"3,949,569,280","416,523","1,008","39,190",한국,15세이상관람가,드라마,김지훈,"설경구,오달수,천우희,문소리,고창석,김홍파,강신일,남기애,이미은,이지은,성유빈,유재상,정유안,정택현,박진우,노정의,전국향,박명신,정승길,손산,이승훈,윤경호,윤돈선,노진영,정도원,허인영,최희진,김재건,이나라,성열석,송광원,안승미,홍산,권귀빈,정병호,심훈기,김영,최정환,고용화,정미혜,이두열,한서윤,김건우,권수진,주동희,배유리,김세정,이상호,조전범,김정일,김윤식,안문주,이지훈,이주한,이다솔,이현일,이연우,백명재,임원선,박광진,홍은진,김영원,추국현,도윤섭,한기현,최선자,이봉규,김성오"
